,x,y,counts
0,39.35746267308947,220.65521243408736,45
1,48.95874499889046,210.02497744685056,38
2,39.35746267308947,220.65521243408736,27
3,48.95874499889046,210.02497744685056,35
4,41.59406142242271,223.30165168864792,36
5,48.95874499889046,210.02497744685056,32
6,48.95874499889046,210.02497744685056,45
7,41.59406142242271,223.30165168864792,38
8,41.91721799741402,224.44695943323,27
9,48.95874499889046,210.02497744685056,36
10,42.35092943780625,225.49219174315337,33
11,48.95874499889046,210.02497744685056,44
12,42.35092943780625,225.49219174315337,39
13,48.95874499889046,210.02497744685056,44
14,43.116304035412405,226.77093339967067,35
15,48.95874499889046,210.02497744685056,38
16,43.116304035412405,226.77093339967067,39
17,48.95874499889046,210.02497744685056,42
18,43.839153566464326,229.4062531610984,48
19,48.95874499889046,210.02497744685056,29
20,44.20482992949461,230.86290669996026,28
21,48.95874499889046,210.02497744685056,37
22,48.95874499889046,210.02497744685056,32
23,44.95319649525028,231.8747805326072,46
24,48.95874499889046,210.02497744685056,42
25,44.95319649525028,231.8747805326072,49
26,48.95874499889046,210.02497744685056,36
27,45.446435232951444,233.47598747653697,47
28,48.95874499889046,210.02497744685056,34
29,45.446435232951444,233.47598747653697,41
30,48.95874499889046,210.02497744685056,42
31,45.75258209688445,234.88816304428212,37
32,45.75258209688445,234.88816304428212,37
33,46.35637278664974,237.2788539673978,40
34,48.95874499889046,210.02497744685056,30
35,46.97717454099407,238.7466269993924,33
36,48.95874499889046,210.02497744685056,46
37,22.39156549064827,225.63674514751406,53
38,46.97717454099407,238.7466269993924,36
39,22.39156549064827,225.63674514751406,28
40,47.57246079437724,241.1039594438169,29
41,47.77655797134364,242.2047892172824,39
42,40.79457139632382,258.4726069851965,35
43,47.77655797134364,242.2047892172824,32
44,42.05319222590856,257.90551286017916,40
45,42.05319222590856,257.90551286017916,41
46,43.46488784030832,257.5608085872083,31
47,48.2357763601929,244.72891405304054,36
48,43.46488784030832,257.5608085872083,21
49,48.49940260035419,245.88534129004813,24
50,48.49940260035419,245.88534129004813,27
51,43.46488784030832,257.5608085872083,31
52,48.729006701084145,248.69857293382043,33
53,43.46488784030832,257.5608085872083,33
54,48.737502291703464,251.36725117252456,46
55,43.82206675336874,256.4710983061683,40
56,43.82206675336874,256.4710983061683,37
57,48.737502291703464,251.36725117252456,51
58,43.82206675336874,256.4710983061683,44
59,48.499379710814374,253.02405557999646,30
60,48.499379710814374,253.02405557999646,39
61,42.912121295384175,255.63713635657325,35
62,42.912121295384175,255.63713635657325,46
63,48.558903131104,254.8587718698129,52
64,48.558903131104,254.8587718698129,48
65,42.912121295384175,255.63713635657325,43
66,48.303769696810534,257.31617974818886,56
67,41.91712971346751,256.304305915542,38
68,48.303769696810534,257.31617974818886,39
69,47.88705886932945,259.1397765455798,34
70,41.91712971346751,256.304305915542,34
71,47.88705886932945,259.1397765455798,37
72,41.91712971346751,256.304305915542,45
73,47.52137264279271,261.1524047177408,33
74,40.956154266104285,257.2272238073703,43
75,47.6149145227761,262.464504852242,33
76,40.956154266104285,257.2272238073703,40
77,47.6149145227761,262.464504852242,34
78,39.81659030556629,258.43924850792,31
79,38.600488847316974,259.6623927016025,35
80,47.589394559771655,264.82183729666644,42
81,38.600488847316974,259.6623927016025,46
82,47.52135695716241,266.14505692430043,38
83,37.92014948458587,261.53046746869546,47
84,47.52135695716241,266.14505692430043,39
85,37.56297114379966,262.60905825660257,34
86,47.97207002503378,268.8137351637119,48
87,37.56297114379966,262.60905825660257,35
88,48.89051618206234,270.3927031220834,31
89,39.2127748366571,265.533484827459,33
90,49.613366270710564,271.91607361762016,30
91,41.381335673360695,267.40155959525936,38
92,41.381335673360695,267.40155959525936,38
93,50.25967888803505,273.36160766334916,27
94,44.765988999937896,270.77076587233074,42
95,51.32269078843815,276.3305122053223,34
96,51.71387781782194,277.78716574418405,29
97,45.88003115817077,272.4386897729355,42
98,52.0030153891997,279.04366841514303,32
99,45.88003115817077,272.4386897729355,34
100,52.17309538978992,280.04442275465715,38
101,47.69991471901516,275.66334264493884,47
102,52.17309538978992,280.04442275465715,34
103,48.32921826599144,277.3423860372618,34
104,52.48774103418767,282.55742809728247,31
105,48.32921826599144,277.3423860372618,34
106,52.48774103418767,282.55742809728247,33
107,52.51324397050613,285.31506227751265,29
108,49.077575400149115,280.4669634760211,26
109,49.29867915490608,281.91249752316475,33
110,52.51324397050613,285.31506227751265,32
111,49.29867915490608,281.91249752316475,29
112,52.49622752952058,287.6501557377934,30
113,52.49622752952058,287.6501557377934,31
114,52.81937806006753,289.896293255841,29
115,52.929928528766744,290.9526450588972,39
116,52.929928528766744,290.9526450588972,34
117,52.870392059618815,293.04310967945116,23
118,52.870392059618815,293.04310967945116,28
119,53.05748025135233,294.0216250348217,29
120,53.05748025135233,294.0216250348217,36
121,53.05748025135233,294.0216250348217,28
122,53.05748025135233,294.0216250348217,28
123,53.21905428430684,295.46715908055063,40
124,53.09148804758441,296.5457498684578,28
125,53.09148804758441,296.5457498684578,36
126,52.887382115309705,298.2692712318974,37
127,52.887382115309705,298.2692712318974,20
128,52.71729267937372,300.0483900581717,27
129,52.56421094572962,302.01654025992343,30
130,52.56421094572962,302.01654025992343,24
131,52.419633487376785,303.9624514768241,42
132,52.419633487376785,303.9624514768241,33
133,52.64073626967819,305.49694146407904,34
134,52.64073626967819,305.49694146407904,34
135,52.64073626967819,305.49694146407904,42
136,52.64073626967819,305.49694146407904,30
137,52.64073626967819,305.49694146407904,41
